Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2026/08/04 20:59,13,801019,10,801013,381640.0,Rupee,207714.0,Rupee,ACH,0
2026/08/05 09:00,10,801020,11,801020,647763.0,Rupee,53490.0,Rupee,Credit Card,0
2026/08/06 10:01,11,801021,12,801027,791072.0,Rupee,519428.0,Rupee,Cheque,0
2026/08/07 11:02,12,801022,13,801034,690065.0,Rupee,501918.0,Rupee,Cheque,0
2026/08/08 12:03,13,801023,10,801001,303503.0,Rupee,413128.0,Rupee,Credit Card,0
2026/08/09 13:04,10,801024,11,801008,68486.0,Rupee,42173.0,Rupee,Wire,0
2026/08/10 14:05,11,801025,12,801015,347523.0,Rupee,727284.0,Rupee,ACH,0
2026/08/11 15:06,12,801026,13,801022,818340.0,Rupee,128145.0,Rupee,Cheque,0
2026/08/12 16:07,13,801027,10,801029,871090.0,Rupee,115484.0,Rupee,Wire,0
2026/08/13 17:08,10,801028,11,801036,660538.0,Rupee,396833.0,Rupee,ACH,1
2026/08/14 18:09,11,801029,12,801003,480891.0,Rupee,401347.0,Rupee,Credit Card,0
2026/08/15 19:10,12,801030,13,801010,620405.0,Rupee,322905.0,Rupee,ACH,0
2026/08/16 20:11,13,801031,10,801017,539456.0,Rupee,266043.0,Rupee,Wire,0
2026/08/17 09:12,10,801032,11,801024,780162.0,Rupee,332764.0,Rupee,Credit Card,0
2026/08/18 10:13,11,801033,12,801031,476806.0,Rupee,487132.0,Rupee,Credit Card,0
2026/08/19 11:14,12,801034,13,801038,714433.0,Rupee,820077.0,Rupee,Credit Card,0
2026/08/20 12:15,13,801035,10,801005,152934.0,Rupee,383088.0,Rupee,Credit Card,0
2026/08/21 13:16,10,801036,11,801012,290735.0,Rupee,24557.0,Rupee,Wire,0
2026/08/22 14:17,11,801037,12,801019,682620.0,Rupee,673936.0,Rupee,Credit Card,0
2026/08/23 15:18,12,801038,13,801026,586584.0,Rupee,140352.0,Rupee,Credit Card,0
2026/08/24 16:19,13,801039,10,801033,388635.0,Rupee,765716.0,Rupee,Credit Card,0
2026/08/25 17:20,10,801000,11,801000,873965.0,Rupee,32558.0,Rupee,Credit Card,0
2026/08/26 18:21,11,801001,12,801007,573046.0,Rupee,447101.0,Rupee,Credit Card,0
2026/08/27 19:22,12,801002,13,801014,857947.0,Rupee,471443.0,Rupee,ACH,0
2026/08/28 20:23,13,801003,10,801021,658747.0,Rupee,222977.0,Rupee,ACH,0
2026/08/01 09:24,10,801004,11,801028,189757.0,Rupee,194698.0,Rupee,Credit Card,0
2026/08/02 10:25,11,801005,12,801035,339551.0,Rupee,113428.0,Rupee,ACH,1
2026/08/03 11:26,12,801006,13,801002,367415.0,Rupee,324534.0,Rupee,Cheque,0
2026/08/04 12:27,13,801007,10,801009,854349.0,Rupee,782579.0,Rupee,Wire,0
2026/08/05 13:28,10,801008,11,801016,888058.0,Rupee,319259.0,Rupee,ACH,0
2026/08/06 14:29,11,801009,12,801023,258941.0,Rupee,98587.0,Rupee,Credit Card,0
2026/08/07 15:30,12,801010,13,801030,212705.0,Rupee,411140.0,Rupee,ACH,0
2026/08/08 16:31,13,801011,10,801037,882747.0,Rupee,159096.0,Rupee,Wire,0
2026/08/09 17:32,10,801012,11,801004,856482.0,Rupee,478626.0,Rupee,Credit Card,0
2026/08/10 18:33,11,801013,12,801011,808955.0,Rupee,695795.0,Rupee,Wire,0
2026/08/11 19:34,12,801014,13,801018,527419.0,Rupee,530974.0,Rupee,Credit Card,0
2026/08/12 20:35,13,801015,10,801025,395451.0,Rupee,852269.0,Rupee,Credit Card,0
2026/08/13 09:36,10,801016,11,801032,349471.0,Rupee,382248.0,Rupee,Wire,0
2026/08/14 10:37,11,801017,12,801039,832028.0,Rupee,104937.0,Rupee,ACH,0
2026/08/15 11:38,12,801018,13,801006,238348.0,Rupee,398397.0,Rupee,ACH,0
2026/08/16 12:39,13,801019,10,801013,477173.0,Rupee,496341.0,Rupee,Credit Card,0
2026/08/17 13:40,10,801020,11,801020,676280.0,Rupee,240879.0,Rupee,Credit Card,0
2026/08/18 14:41,11,801021,12,801027,729314.0,Rupee,618253.0,Rupee,Wire,0
2026/08/19 15:42,12,801022,13,801034,292808.0,Rupee,651035.0,Rupee,ACH,1
2026/08/20 16:43,13,801023,10,801001,574067.0,Rupee,830547.0,Rupee,Credit Card,0
2026/08/21 17:44,10,801024,11,801008,282414.0,Rupee,312759.0,Rupee,Wire,0
2026/08/22 18:45,11,801025,12,801015,370482.0,Rupee,663374.0,Rupee,ACH,0
2026/08/23 19:46,12,801026,13,801022,168701.0,Rupee,64619.0,Rupee,Cheque,0
2026/08/24 20:47,13,801027,10,801029,207359.0,Rupee,283597.0,Rupee,Credit Card,0
2026/08/25 09:48,10,801028,11,801036,736572.0,Rupee,759348.0,Rupee,Wire,0
2026/08/26 10:49,11,801029,12,801003,118917.0,Rupee,677089.0,Rupee,Wire,0
2026/08/27 11:50,12,801030,13,801010,819717.0,Rupee,441692.0,Rupee,ACH,0
2026/08/28 12:51,13,801031,10,801017,543322.0,Rupee,421377.0,Rupee,Wire,0
2026/08/01 13:52,10,801032,11,801024,350629.0,Rupee,289860.0,Rupee,ACH,0
2026/08/02 14:53,11,801033,12,801031,865988.0,Rupee,684421.0,Rupee,Cheque,0
2026/08/03 15:54,12,801034,13,801038,226287.0,Rupee,572728.0,Rupee,Cheque,0
2026/08/04 16:55,13,801035,10,801005,578999.0,Rupee,99464.0,Rupee,ACH,0
2026/08/05 17:56,10,801036,11,801012,666792.0,Rupee,74441.0,Rupee,Wire,0
2026/08/06 18:57,11,801037,12,801019,382134.0,Rupee,22825.0,Rupee,Credit Card,0
2026/08/07 19:58,12,801038,13,801026,635820.0,Rupee,737395.0,Rupee,Credit Card,0
2026/08/08 20:59,13,801039,10,801033,662390.0,Rupee,760137.0,Rupee,ACH,1
2026/08/09 09:00,10,801000,11,801000,828235.0,Rupee,823752.0,Rupee,Wire,0
2026/08/10 10:01,11,801001,12,801007,725792.0,Rupee,672336.0,Rupee,Credit Card,0
2026/08/11 11:02,12,801002,13,801014,802643.0,Rupee,480507.0,Rupee,Credit Card,0
2026/08/12 12:03,13,801003,10,801021,825759.0,Rupee,281496.0,Rupee,ACH,0
2026/08/13 13:04,10,801004,11,801028,169781.0,Rupee,46654.0,Rupee,Cheque,0
2026/08/14 14:05,11,801005,12,801035,37789.0,Rupee,247881.0,Rupee,Cheque,0
2026/08/15 15:06,12,801006,13,801002,641912.0,Rupee,238741.0,Rupee,Credit Card,0
2026/08/16 16:07,13,801007,10,801009,185002.0,Rupee,875175.0,Rupee,Wire,0
2026/08/17 17:08,10,801008,11,801016,234706.0,Rupee,54307.0,Rupee,Cheque,0
2026/08/18 18:09,11,801009,12,801023,539541.0,Rupee,115962.0,Rupee,ACH,0
2026/08/19 19:10,12,801010,13,801030,121049.0,Rupee,616528.0,Rupee,ACH,0
2026/08/20 20:11,13,801011,10,801037,38546.0,Rupee,421058.0,Rupee,Cheque,0
2026/08/21 09:12,10,801012,11,801004,521663.0,Rupee,845740.0,Rupee,Credit Card,0
2026/08/22 10:13,11,801013,12,801011,493788.0,Rupee,585730.0,Rupee,Credit Card,0
2026/08/23 11:14,12,801014,13,801018,404902.0,Rupee,599062.0,Rupee,ACH,0
2026/08/24 12:15,13,801015,10,801025,557460.0,Rupee,228546.0,Rupee,ACH,0
2026/08/25 13:16,10,801016,11,801032,690058.0,Rupee,525467.0,Rupee,Cheque,1
2026/08/26 14:17,11,801017,12,801039,54924.0,Rupee,228464.0,Rupee,Credit Card,0
2026/08/27 15:18,12,801018,13,801006,431977.0,Rupee,864862.0,Rupee,Credit Card,0
2026/08/28 16:19,13,801019,10,801013,771527.0,Rupee,34055.0,Rupee,ACH,0
2026/08/01 17:20,10,801020,11,801020,529231.0,Rupee,318020.0,Rupee,Credit Card,0
2026/08/02 18:21,11,801021,12,801027,299842.0,Rupee,154842.0,Rupee,ACH,0
2026/08/03 19:22,12,801022,13,801034,285179.0,Rupee,571418.0,Rupee,ACH,0
2026/08/04 20:23,13,801023,10,801001,721763.0,Rupee,286303.0,Rupee,Cheque,0
2026/08/05 09:24,10,801024,11,801008,603217.0,Rupee,779272.0,Rupee,Cheque,0
2026/08/06 10:25,11,801025,12,801015,721471.0,Rupee,288388.0,Rupee,ACH,0
2026/08/07 11:26,12,801026,13,801022,749093.0,Rupee,694836.0,Rupee,Credit Card,0
2026/08/08 12:27,13,801027,10,801029,796706.0,Rupee,458405.0,Rupee,ACH,0
2026/08/09 13:28,10,801028,11,801036,534820.0,Rupee,524804.0,Rupee,Cheque,0
2026/08/10 14:29,11,801029,12,801003,582099.0,Rupee,251580.0,Rupee,Wire,0
2026/08/11 15:30,12,801030,13,801010,718549.0,Rupee,104696.0,Rupee,Cheque,0
2026/08/12 16:31,13,801031,10,801017,601848.0,Rupee,65070.0,Rupee,Wire,0
2026/08/13 17:32,10,801032,11,801024,823104.0,Rupee,745019.0,Rupee,Wire,0
2026/08/14 18:33,11,801033,12,801031,727091.0,Rupee,338282.0,Rupee,Cheque,1
2026/08/15 19:34,12,801034,13,801038,93544.0,Rupee,655401.0,Rupee,Cheque,0
2026/08/16 20:35,13,801035,10,801005,783200.0,Rupee,430042.0,Rupee,Credit Card,0
2026/08/17 09:36,10,801036,11,801012,141634.0,Rupee,162130.0,Rupee,Cheque,0
2026/08/18 10:37,11,801037,12,801019,43498.0,Rupee,452821.0,Rupee,Wire,0
2026/08/19 11:38,12,801038,13,801026,602243.0,Rupee,208915.0,Rupee,ACH,0
2026/08/20 12:39,13,801039,10,801033,516064.0,Rupee,577074.0,Rupee,Credit Card,0
2026/08/21 13:40,10,801000,11,801000,808292.0,Rupee,353801.0,Rupee,ACH,0
2026/08/22 14:41,11,801001,12,801007,242441.0,Rupee,795768.0,Rupee,Cheque,0
2026/08/23 15:42,12,801002,13,801014,893718.0,Rupee,598374.0,Rupee,Wire,0
2026/08/24 16:43,13,801003,10,801021,108967.0,Rupee,539838.0,Rupee,Cheque,0
2026/08/25 17:44,10,801004,11,801028,762451.0,Rupee,137674.0,Rupee,ACH,0
2026/08/26 18:45,11,801005,12,801035,602952.0,Rupee,618716.0,Rupee,Credit Card,0
2026/08/27 19:46,12,801006,13,801002,481695.0,Rupee,351631.0,Rupee,Cheque,0
2026/08/28 20:47,13,801007,10,801009,347117.0,Rupee,603349.0,Rupee,Wire,0
2026/08/01 09:48,10,801008,11,801016,280468.0,Rupee,209250.0,Rupee,Wire,0
2026/08/02 10:49,11,801009,12,801023,237720.0,Rupee,203828.0,Rupee,Cheque,0
2026/08/03 11:50,12,801010,13,801030,771178.0,Rupee,422534.0,Rupee,Wire,1
2026/08/04 12:51,13,801011,10,801037,91747.0,Rupee,323161.0,Rupee,Credit Card,0
2026/08/05 13:52,10,801012,11,801004,700103.0,Rupee,529568.0,Rupee,Credit Card,0
2026/08/06 14:53,11,801013,12,801011,283730.0,Rupee,164720.0,Rupee,ACH,0
2026/08/07 15:54,12,801014,13,801018,195584.0,Rupee,691599.0,Rupee,Credit Card,0
2026/08/08 16:55,13,801015,10,801025,135349.0,Rupee,461616.0,Rupee,ACH,0
2026/08/09 17:56,10,801016,11,801032,763317.0,Rupee,135002.0,Rupee,Wire,0
2026/08/10 18:57,11,801017,12,801039,91510.0,Rupee,669603.0,Rupee,Credit Card,0
2026/08/11 19:58,12,801018,13,801006,663839.0,Rupee,256934.0,Rupee,Credit Card,0
2026/08/12 20:59,13,801019,10,801013,289641.0,Rupee,683314.0,Rupee,Credit Card,0
2026/08/13 09:00,10,801020,11,801020,447117.0,Rupee,565532.0,Rupee,Credit Card,0
2026/08/14 10:01,11,801021,12,801027,184686.0,Rupee,37257.0,Rupee,Cheque,0
2026/08/15 11:02,12,801022,13,801034,179573.0,Rupee,797851.0,Rupee,Credit Card,0
2026/08/16 12:03,13,801023,10,801001,350329.0,Rupee,291740.0,Rupee,Wire,0
2026/08/17 13:04,10,801024,11,801008,418922.0,Rupee,105190.0,Rupee,Wire,0
2026/08/18 14:05,11,801025,12,801015,660045.0,Rupee,81690.0,Rupee,Credit Card,0
2026/08/19 15:06,12,801026,13,801022,489771.0,Rupee,746674.0,Rupee,Credit Card,0
2026/08/20 16:07,13,801027,10,801029,613296.0,Rupee,313421.0,Rupee,Cheque,1
2026/08/21 17:08,10,801028,11,801036,657262.0,Rupee,76506.0,Rupee,ACH,0
2026/08/22 18:09,11,801029,12,801003,476523.0,Rupee,849646.0,Rupee,Credit Card,0
2026/08/23 19:10,12,801030,13,801010,737689.0,Rupee,187937.0,Rupee,Cheque,0
2026/08/24 20:11,13,801031,10,801017,254288.0,Rupee,679593.0,Rupee,Wire,0
2026/08/25 09:12,10,801032,11,801024,205794.0,Rupee,678531.0,Rupee,Wire,0
2026/08/26 10:13,11,801033,12,801031,808996.0,Rupee,511627.0,Rupee,ACH,0
2026/08/27 11:14,12,801034,13,801038,801933.0,Rupee,182157.0,Rupee,ACH,0
2026/08/28 12:15,13,801035,10,801005,723592.0,Rupee,416585.0,Rupee,Wire,0
2026/08/01 13:16,10,801036,11,801012,134109.0,Rupee,654456.0,Rupee,Cheque,0
2026/08/02 14:17,11,801037,12,801019,897158.0,Rupee,579649.0,Rupee,Credit Card,0
2026/08/03 15:18,12,801038,13,801026,717687.0,Rupee,761862.0,Rupee,ACH,0
2026/08/04 16:19,13,801039,10,801033,703861.0,Rupee,550844.0,Rupee,Cheque,0
2026/08/05 17:20,10,801000,11,801000,294844.0,Rupee,584281.0,Rupee,ACH,0
2026/08/06 18:21,11,801001,12,801007,182312.0,Rupee,789180.0,Rupee,Credit Card,0
2026/08/07 19:22,12,801002,13,801014,540068.0,Rupee,686767.0,Rupee,Cheque,0
2026/08/08 20:23,13,801003,10,801021,654739.0,Rupee,201034.0,Rupee,Cheque,0
2026/08/09 09:24,10,801004,11,801028,149451.0,Rupee,352798.0,Rupee,Cheque,1
2026/08/10 10:25,11,801005,12,801035,389398.0,Rupee,439284.0,Rupee,ACH,0
2026/08/11 11:26,12,801006,13,801002,321202.0,Rupee,763001.0,Rupee,Cheque,0
2026/08/12 12:27,13,801007,10,801009,497285.0,Rupee,110522.0,Rupee,Cheque,0
2026/08/13 13:28,10,801008,11,801016,873423.0,Rupee,502265.0,Rupee,ACH,0
2026/08/14 14:29,11,801009,12,801023,655043.0,Rupee,697456.0,Rupee,Cheque,0
2026/08/15 15:30,12,801010,13,801030,48091.0,Rupee,750963.0,Rupee,Cheque,0
2026/08/16 16:31,13,801011,10,801037,829127.0,Rupee,339762.0,Rupee,Cheque,0
2026/08/17 17:32,10,801012,11,801004,718229.0,Rupee,141278.0,Rupee,ACH,0
2026/08/18 18:33,11,801013,12,801011,689128.0,Rupee,834692.0,Rupee,Credit Card,0
2026/08/19 19:34,12,801014,13,801018,133212.0,Rupee,150229.0,Rupee,Cheque,0
2026/08/20 20:35,13,801015,10,801025,647154.0,Rupee,822726.0,Rupee,Credit Card,0
2026/08/21 09:36,10,801016,11,801032,349544.0,Rupee,830103.0,Rupee,Cheque,0
2026/08/22 10:37,11,801017,12,801039,128575.0,Rupee,402591.0,Rupee,ACH,0
2026/08/23 11:38,12,801018,13,801006,617211.0,Rupee,889326.0,Rupee,ACH,0
2026/08/24 12:39,13,801019,10,801013,122745.0,Rupee,177128.0,Rupee,ACH,0
2026/08/25 13:40,10,801020,11,801020,490702.0,Rupee,525958.0,Rupee,Credit Card,0
2026/08/26 14:41,11,801021,12,801027,412720.0,Rupee,835599.0,Rupee,Credit Card,1
2026/08/27 15:42,12,801022,13,801034,772271.0,Rupee,187690.0,Rupee,Cheque,0
2026/08/28 16:43,13,801023,10,801001,824696.0,Rupee,681244.0,Rupee,ACH,0
2026/08/01 17:44,10,801024,11,801008,764299.0,Rupee,696817.0,Rupee,ACH,0
2026/08/02 18:45,11,801025,12,801015,79491.0,Rupee,247739.0,Rupee,Cheque,0
2026/08/03 19:46,12,801026,13,801022,155158.0,Rupee,48651.0,Rupee,ACH,0
2026/08/04 20:47,13,801027,10,801029,296153.0,Rupee,363008.0,Rupee,Cheque,0
2026/08/05 09:48,10,801028,11,801036,413561.0,Rupee,653378.0,Rupee,ACH,0
2026/08/06 10:49,11,801029,12,801003,420415.0,Rupee,661370.0,Rupee,ACH,0
2026/08/07 11:50,12,801030,13,801010,847051.0,Rupee,895918.0,Rupee,Cheque,0
2026/08/08 12:51,13,801031,10,801017,802055.0,Rupee,242461.0,Rupee,Credit Card,0
2026/08/09 13:52,10,801032,11,801024,600925.0,Rupee,236986.0,Rupee,ACH,0
2026/08/10 14:53,11,801033,12,801031,366817.0,Rupee,675120.0,Rupee,ACH,0
2026/08/11 15:54,12,801034,13,801038,472981.0,Rupee,129917.0,Rupee,Cheque,0
2026/08/12 16:55,13,801035,10,801005,49061.0,Rupee,888052.0,Rupee,Wire,0
2026/08/13 17:56,10,801036,11,801012,761009.0,Rupee,128357.0,Rupee,ACH,0
2026/08/14 18:57,11,801037,12,801019,175147.0,Rupee,520568.0,Rupee,Credit Card,0
2026/08/15 19:58,12,801038,13,801026,554362.0,Rupee,446133.0,Rupee,Credit Card,1
2026/08/16 20:59,13,801039,10,801033,181659.0,Rupee,165016.0,Rupee,Wire,0
2026/08/17 09:00,10,801000,11,801000,771774.0,Rupee,253961.0,Rupee,Cheque,0
2026/08/18 10:01,11,801001,12,801007,483704.0,Rupee,704797.0,Rupee,Cheque,0
2026/08/19 11:02,12,801002,13,801014,745144.0,Rupee,474221.0,Rupee,Wire,0
2026/08/20 12:03,13,801003,10,801021,573109.0,Rupee,443026.0,Rupee,Wire,0
2026/08/21 13:04,10,801004,11,801028,895488.0,Rupee,368131.0,Rupee,Credit Card,0
2026/08/22 14:05,11,801005,12,801035,715916.0,Rupee,180492.0,Rupee,Credit Card,0
2026/08/23 15:06,12,801006,13,801002,357074.0,Rupee,177846.0,Rupee,Cheque,0
2026/08/24 16:07,13,801007,10,801009,139951.0,Rupee,318719.0,Rupee,ACH,0
2026/08/25 17:08,10,801008,11,801016,498764.0,Rupee,882045.0,Rupee,Credit Card,0
2026/08/26 18:09,11,801009,12,801023,848600.0,Rupee,234460.0,Rupee,ACH,0
2026/08/27 19:10,12,801010,13,801030,616762.0,Rupee,873518.0,Rupee,Credit Card,0
2026/08/28 20:11,13,801011,10,801037,202879.0,Rupee,668021.0,Rupee,Wire,0
2026/08/01 09:12,10,801012,11,801004,409252.0,Rupee,457698.0,Rupee,Wire,0
2026/08/02 10:13,11,801013,12,801011,825161.0,Rupee,717163.0,Rupee,ACH,0
2026/08/03 11:14,12,801014,13,801018,691117.0,Rupee,297508.0,Rupee,Cheque,0
2026/08/04 12:15,13,801015,10,801025,547977.0,Rupee,886136.0,Rupee,ACH,1
2026/08/05 13:16,10,801016,11,801032,472155.0,Rupee,228164.0,Rupee,Credit Card,0
2026/08/06 14:17,11,801017,12,801039,429255.0,Rupee,772511.0,Rupee,Credit Card,0
2026/08/07 15:18,12,801018,13,801006,108002.0,Rupee,689644.0,Rupee,Credit Card,0
2026/08/08 16:19,13,801019,10,801013,749502.0,Rupee,889049.0,Rupee,Credit Card,0
